Name,Size,Type,Align.,AC,HP,Speed,Swim,Fly,Climb,Burrow,STR,DEX,CON,INT,WIS,CHA,STR save,DEX save,CON save,INT save,WIS save,CHA save,Acrobatics,Animal Handling,Arcana,Athletics,Deception,History,Insight,Intimidation,Investigation,Medicine,Nature,Perception,Performance,Persuasion,Religion,Sleight of Hand,Stealth,Survival,WRI,Acid Resistance,Acid Immunity,Cold Res,Cold Immu,Fire Res,Fire Immu,Force Res,Force Immu,Lightening Res,Lightneing Immu,Necrotic Res,Necrotic Immu,Poison Res,Poison Immu,Psychic Res,Psychic Immu,Radiant Res,Radiant Immu,Slashing Res,Slashing Immu,Piercing Res,Piercing Immu,Thunder Res,Thunder Immu,Charmed Immunity,Exhaustion Immunity,Frightened Immunity,Paralyzed Immunity,Prone Immunity,Unconscious Immunity,Senses,Blindsight,Darkvision,Truesight,Tremorsense,Normal,Normal Spellcasting,Master of the Grave,Evasion,Legendary Resistance,Languages,Abyssal,Alive,All,Any,Aquan,Auran,Bothii,Celestial,Common,Creator,Deep Speech,Draconic,Druidic,Dwarvish,Elvish,Giant,Gnoll,Gnomish,Goblin,Ignan,Infernal,Infernal,Modron,None,Olman,Orc,Own,Primal,Primordial,Spider,Sylvan,Telepathy,Terran,Thayan,Thieves' Cant,Undercommon,Yikaria,Telepathy Distance,CR,Additional,Origin
"Eladrin, Autumn",Medium,Fey,CN,19,127,30,,,,,12,16,16,14,17,18,,,,,,,,,,,,,Y,,,Y,,,,,,,,,Nonmagicalres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Elvish, Sylvan",,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,10.00,"Enchanting Presence, Fey Step, Innate Spellcasting, Magic Resistance",Mordenkainen's Tome of Foes
"Eladrin, Spring",Medium,Fey,CN,19,127,30,,,,,14,16,16,18,11,18,,,,,,,,,,,Y,,,,,,,,,Y,,,,,Nonmagicalres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Elvish, Sylvan",,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,10.00,"Fey Step, Innate Spellcasting, Joyful Presence, Magic Resistance",Mordenkainen's Tome of Foes
"Eladrin, Summer",Medium,Fey,CN,19,127,50,,,,,19,21,16,14,12,18,,,,,,,,,,Y,,,,Y,,,,,,,,,,,Nonmagicalres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Elvish, Sylvan",,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,10.00,"Fearsome Presence, Fey Step, Magic Resistance",Mordenkainen's Tome of Foes
"Eladrin, Winter",Medium,Fey,CN,19,127,30,,,,,11,10,16,18,17,13,,,,,,,,,,,,,,,,,,,,,,,,,"Coldres, nonmagicalres",,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Elvish, Sylvan",,,,,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,10.00,"Fey Step, Innate Spellcasting, Magic Resistance, Sorrowful Presence",Mordenkainen's Tome of Foes
"Elemental Myrmidon, Air",Medium,Elemental,N,18,117,30,,30,,,18,14,14,9,10,10,,,,,,,,,,,,,,,,,,,,,,,,,"Lightningres, thunderres, nonmagicalres, poisonimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu",,,,,,,,,Y,,,,,Y,,,,,,,,,Y,,,,,Y,Y,,Darkvision 60,,60,,,,,,,,"Auran, Any",,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,Magic Weapons,Mordenkainen's Tome of Foes
"Elemental Myrmidon, Earth",Medium,Elemental,N,18,127,30,,,,,18,10,17,8,10,10,,,,,,,,,,,,,,,,,,,,,,,,,"Nonmagicalres, poisonimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu",,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,Darkvision 60,,60,,,,,,,,"Terran, Any",,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,7.00,Magic Weapons,Mordenkainen's Tome of Foes
"Elemental Myrmidon, Fire",Medium,Elemental,N,18,123,40,,,,,13,18,15,9,10,10,,,,,,,,,,,,,,,,,,,,,,,,,"Nonmagicalres, fireimmu, poisonimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu",,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,Darkvision 60,,60,,,,,,,,"Ignan, Any",,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,7.00,"Illumination, Magic Weapons, Water Susceptibility",Mordenkainen's Tome of Foes
"Elemental Myrmidon, Water",Medium,Elemental,N,18,127,40,40,,,,18,14,15,8,10,10,,,,,,,,,,,,,,,,,,,,,,,,,"Acidres, nonmagicalres, poisonimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu",Y,,,,,,,,,,,,,Y,,,,,,,,,,,,,,Y,Y,,Darkvision 60,,60,,,,,,,,"Aquan, Any",,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00,Magic Weapons,Mordenkainen's Tome of Foes
Empyrean,Huge,Celestial,CG OR NE,22,313,50,50,50,,,30,21,30,21,22,27,Y,,,Y,Y,Y,,,,,,,Y,,,,,,,Y,,,,,Nonmagicalimmu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Truesight 120,,,120,,,,,,,All,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,"Innate Spellcasting, Legendary Resistance, Magic Resistance, Magic Weapons",Monster Manual
Faerie Dragon,Tiny,Dragon,CG,15,14,10,,60,,,3,20,13,14,12,16,,,,,,,,,Y,,,,,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Draconic, Sylvan",,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,1.00,"Superior Invisibility, Limited Telepathy, Magic Resistance, Innate Spellcasting",Monster Manual
Firenewt Warlock of Imix,Medium,Humanoid (Firenewt),NE,10,33,30,,,,,13,11,12,9,11,14,,,,,,,,,,,,,,,,,,,,,,,,,Fireimmu,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,"Draconic, Ignan",,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,,,,,,,,,,1.00,"Amphibious, Innate Spellcasting, Normal Spellcasting, Imix's Blessing",Volo's Guide to Monsters
Flameskull,Tiny,Undead,NE,13,40,,,40,,,1,17,14,16,10,11,,,,,,,,,Y,,,,,,,,,Y,,,,,,,"Lightningres, necroticres, piercingres, coldimmu, fireimmu, poisonimmu, charmedimmu, frightenedimmu, paralyzedimmu, poisonedimmu",,,,Y,,Y,,,Y,,Y,,,Y,,,,,,,Y,,,,Y,,Y,Y,,,Darkvision 60,,60,,,,,,,,Common,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,"Illumination, Magic Resistance, Rejuvenation, Normal Spellcasting",Monster Manual
Flumph,Small,Aberration,LG,12,7,5,,30,,,6,15,10,14,14,11,,,,,,,,,Y,,,Y,,,,,,,,,Y,,,,Psychicweak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Undercommon, telepathy 60",,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,60,0.13,"Advanced Telepathy, Prone Deficiency, Telepathic Shroud",Monster Manual
Fomorian,Huge,Giant,CE,14,149,30,,,,,23,10,20,9,14,6,,,,,,,,,,,,,,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,"Giant, Undercommon",,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,,,8.00,None,Monster Manual
Galeb Duhr,Medium,Elemental,N,16,85,15,,,,,20,14,20,11,12,11,,,,,,,,,,,,,,,,,,,,,,,,,"Nonmagicalres, poisonimmu, exhaustionimmu, paralyzedimmu, poisonedimmu, petrifiedimmu",,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,Y,,,"Darkvision 60, tremorsense 60",,60,,60,,,,,,Terran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,6.00,"False Appearance, Rolling Charge",Monster Manual
"Genie, Dao",Large,Elemental,NE,18,187,30,,30,,30,23,12,24,12,13,14,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,Petrifiedimmu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,Terran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,11.00,"Earth Glide, Elemental Demise, Innate Spellcasting, Sure-Footed",Monster Manual
"Genie, Djinni",Large,Elemental,CG,17,161,30,,90,,,21,15,22,15,16,20,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,"Lightningimmu, thunderimmu",,,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,Darkvision 120,,120,,,,,,,,Auran,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.00,"Elemental Demise, Innate Spellcasting",Monster Manual
"Genie, Efreeti",Large,Elemental,LE,17,200,40,,60,,,22,12,24,16,15,16,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,Fireimmu,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,Ignan,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,11.00,"Elemental Demise, Innate Spellcasting",Monster Manual
"Genie, Marid",Large,Elemental,CN,17,229,30,90,60,,,22,12,26,18,17,18,,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,"Acidimmu, coldimmu, lightningimmu",,Y,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,"Blindsight 30, darkvision 120",30,120,,,,,,,,Aquan,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.00,"Amphibious, Elemental Demise, Innate Spellcasting",Monster Manual
Ghost,Medium,Undead,ANY,11,45,,,40,,,7,13,10,10,12,17,,,,,,,,,,,,,,,,,,,,,,,,,"Acidres, fireres, lightningres, thunderres, nonmagicalres, coldimmu, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Y,,,Y,Y,,,,Y,,,Y,,Y,,,,,,,,,Y,,Y,Y,Y,Y,Y,,Darkvision 60,,60,,,,,,,,Any,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00,"Ethereal Sight, Incorporeal Movement",Monster Manual
"Ghoul, Ghast",Medium,Undead,CE,13,36,30,,,,,16,17,10,11,10,8,,,,,,,,,,,,,,,,,,,,,,,,,"Necroticres, poisonimmu, charmedimmu, exhaustionimmu, poisonedimmu",,,,,,,,,,,Y,,,Y,,,,,,,,,,,Y,Y,,,,,Darkvision 60,,60,,,,,,,,Common,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00,"Stench, Turning Defiance",Monster Manual
"Giant, Cloud",Huge,Giant,NG/NE,14,200,40,,,,,27,10,22,12,16,16,,Y,,,Y,Y,,,,,,,Y,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Common, Giant",,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,9.00,"Keen Smell, Innate Spellcasting",Monster Manual
"Giant, Cloud, Smiling One",Huge,"Giant (Giant, Cloud)",CN,15,262,40,,,,,26,12,22,15,16,17,,Y,,Y,,Y,,,,,Y,,Y,,,,,Y,,,,Y,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,"Common, Giant",,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,11.00,"INnate Spellcasting, Normal Spellcasting, Keen Smell",Volo's Guide to Monsters
"Giant, Fire",Huge,Giant,LE,18,162,30,,,,,25,9,23,10,14,13,,Y,Y,,,Y,,,,Y,,,,,,,,Y,,,,,,,Fireimmu,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Giant,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,9.00,None,Monster Manual
"Giant, Fire, Dreadnought",Huge,"Giant (Giant, Fire)",LE,21,187,30,,,,,27,9,23,8,10,11,,Y,Y,,,Y,,,,Y,,,,,,,,Y,,,,,,,Fireimmu,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Giant,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,14.00,Dual Shields,Volo's Guide to Monsters
"Giant, Frost",Huge,Giant,NE,15,138,40,,,,,23,9,21,9,10,12,,Y,,,Y,Y,,,,Y,,,,,,,,Y,,,,,,,Coldimmu,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Giant,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,8.00,None,Monster Manual
"Giant, Frost, Everlasting One",Huge,"Giant (Giant, Frost)",CE,15,189,40,,,,,25,9,24,9,10,12,Y,Y,,,Y,,,,,Y,,,,,,,,Y,,,,,,,COldimmu,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Giant,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,12.00,"Extra Heads, Regeneration, Vaprak's Rage",Volo's Guide to Monsters
"Giant, Stone",Huge,Giant,N,17,126,40,,,,,23,15,20,10,12,9,,Y,Y,,Y,,,,,Y,,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Giant,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,7.00,Stone Camouflage,Monster Manual
"Giant, Stone, Dreamwalker",Huge,"Giant (Giant, Stone)",CN,18,161,40,,,,,23,14,21,10,8,12,,Y,Y,,Y,,,,,Y,,,,,,,,Y,,,,,,,"Charmedimmu, frightenedimmu",,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,Darkvision 60,,60,,,,,,,,"Common, Giant",,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,10.00,Dreamwalker's Charm,Volo's Guide to Monsters
"Giant, Storm",Huge,Giant,CG,16,230,50,50,,,,29,14,20,16,18,18,Y,Y,,,Y,Y,,,Y,Y,,Y,,,,,,Y,,,,,,,"Coldres, lightningimmu, thunderimmu",,,Y,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,Normal,,,,,Y,,,,,"Common, Giant",,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,13.00,"Amphibious, Innate Spellcasting",Monster Manual
"Giant, Storm, Quintessent",Huge,"Giant (Giant, Storm)",CG,12,230,50,50,50,,,29,14,20,17,20,19,Y,Y,,,Y,Y,,,Y,,,Y,,,,,,Y,,,,,,,"Coldres, nonmagicalres, lightningimmu, thunderimmu",,,Y,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,Truesight 60,,,60,,,,,,,"Common, Giant",,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,16.00,"Amphibious, Legendary",Volo's Guide to Monsters
Giff,Medium,Humanoid,LN,16,60,30,,,,,18,14,17,11,12,12,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Common,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,"Headfirst Charge, Firearms Knowledge",Mordenkainen's Tome of Foes
Githyanki Gish,Medium,Humanoid (Gith),LE,17,123,30,,,,,17,15,14,16,15,16,,Y,,Y,Y,,,,,,,,Y,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,10.00,"Innate Spellcasting (Psionics), Normal Spellcasting, War Magic",Mordenkainen's Tome of Foes
Githyanki Kith'Rak,Medium,Humanoid (Gith),LE,18,180,30,,,,,18,16,17,16,15,17,,Y,,Y,Y,,,,,,,,,Y,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,12.00,"Innate Spellcasting (Psionics), Rally the Troops",Mordenkainen's Tome of Foes
Githyanki Knight,Medium,Humanoid,LE,18,91,30,,,,,16,14,15,14,14,15,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,8.00,Innate Spellcasting,Monster Manual
Githyanki Supreme Commander,Medium,Humanoid (Gith),LE,18,187,30,,,,,19,17,18,16,16,18,,Y,,Y,Y,,,,,,,,Y,Y,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,14.00,"Innate Spellcasting (Psionics), Legendary",Mordenkainen's Tome of Foes
Githyanki Warrior,Medium,Humanoid,LE,17,49,30,,,,,15,14,12,13,13,10,,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,3.00,Innate Spellcasting,Monster Manual
Githzerai Anarch,Medium,Humanoid (Gith),LN,20,144,30,,,,,16,21,18,18,20,14,Y,,Y,Y,Y,,,,Y,,,,Y,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,16.00,"Innate Spellcasting (Psionics), Psychic Defense, Lair, Legendary",Mordenkainen's Tome of Foes
Githzerai Enlightened,Medium,Humanoid (Gith),LN,18,112,30,,,,,14,19,16,17,19,13,Y,,Y,Y,Y,,,,Y,,,,Y,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,10.00,"Innate Spellcasting (Psionics), Psychic Defense",Mordenkainen's Tome of Foes
Githzerai Monk,Medium,Humanoid,LN,14,38,30,,,,,12,15,12,13,14,10,Y,,Y,Y,Y,,,,,,,,Y,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,2.00,"Innate Spellcasting (Psionics), Psychic Defense",Monster Manual
Githzerai Zerth,Medium,Humanoid,LN,17,84,30,,,,,13,18,15,16,17,12,Y,,Y,Y,Y,,,,Y,,,,Y,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,6.00,"Innate Spellcasting, Psychic Defense",Monster Manual
Gnoll Fang of Yeenoghu,Medium,Humanoid,CE,14,65,30,,,,,17,15,15,10,11,13,,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Abyssal, Gnoll",Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,4.00,Rampage,Monster Manual
Gnoll Flesh Gnawer,Medium,Humanoid (Gnoll),CE,14,22,30,,,,,12,14,12,8,10,8,,,Y,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Gnoll,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,1.00,Rampage,Volo's Guide to Monsters
Gnoll Hunter,Medium,Humanoid (Gnoll),CE,13,22,30,,,,,14,14,12,8,12,8,,,,,,,,,,,,,,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,GNoll,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,0.50,Rampage,Volo's Guide to Monsters
Gnoll Pack Lord,Medium,Humanoid,CE,15,49,30,,,,,16,14,13,8,11,9,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,Gnoll,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,2.00,Rampage,Monster Manual
"Gnoll, Flind",Medium,Humanoid (Gnoll),CE,16,127,30,,,,,20,10,19,11,13,12,,Y,,,Y,,,,,,,,,,,,,Y,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Gnoll, Abyssal",Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,9.00,Aura of Blood Thirst,Volo's Guide to Monsters
"Gnome, Deep (Svirfneblin)",Small,Humanoid,NG,15,16,20,,,,,15,14,14,12,10,9,,,,,,,,,,,,,,,Y,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 120,,120,,,,,,,,"Gnomish, Terran, Undercommon",,,,,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,Y,,,Y,,,0.50,"Stone Camouflage, Gnome Cunning, Innate Spellcasting",Monster Manual
Goblin,Small,Humanoid,NE,15,7,30,,,,,8,14,10,10,8,8,,,,,,,,,,,,,,,,,,,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Goblin",,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,0.25,Nimble Escape,Monster Manual
Goblin Boss,Small,Humanoid,NE,17,21,30,,,,,10,14,10,10,8,10,,,,,,,,,,,,,,,,,,,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Goblin",,,,,,,,,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,1.00,Nimble Escape,Monster Manual
Grell,Medium,Aberration,NE,12,55,10,,30,,,15,14,13,12,11,9,,,,,,,,,,,,,,,,,,Y,,,,,Y,,"Lightningimmu, blindedimmu, proneimmu",,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,Y,,Blindsight 60,60,,,,,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,3.00,None,Monster Manual
Grimlock,Medium,Humanoid,NE,11,11,30,,,,,16,12,12,9,8,6,,,,,,,,,,Y,,,,,,,,Y,,,,,Y,,Blindedimmu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blindsight 30,30,,,,,,,,,Undercommon,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,0.25,"Blind Senses, Keen Hearing, Keen Smell, Stone Camouflage",Monster Manual
Grung,Small,Humanoid (Grung),LE,12,11,25,,,25,,7,14,15,10,11,10,,,Y,,,,,,,Y,,,,,,,,Y,,,,,Y,Y,"Poisonimmu, poisonedimmu",,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,0.25,"Amphibious, Poisonous Skin, Standing Leap",Volo's Guide to Monsters
Grung Elite Warrior,Small,Humanoid (Grung),LE,13,49,25,,,25,,7,16,15,10,11,12,,,Y,,,,,,,Y,,,,,,,,Y,,,,,Y,Y,"Poisonimmu, poisonedimmu",,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,2.00,"Amphibious, Poisonous Skin, Standing Leap",Volo's Guide to Monsters
Grung Wildling,Small,Humanoid (Grung),LE,13,27,25,,,25,,7,16,15,10,15,11,,,Y,,,,,,,Y,,,,,,,,Y,,,,,Y,Y,"Poisonimmu, poisonedimmu",,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Normal,,,,,Y,,,,,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,1.00,"Amphibious, Poisonous SKin, Normal Spellcasting, Standing Leap",Volo's Guide to Monsters
"Hag, Annis",Large,Fey,CE,17,75,40,,,,,21,12,14,13,14,15,,Y,,,,,,,,,Y,,,,,,,Y,,,,,,,"Coldres, nonmagicalres",,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"COmmon, Giant, Sylvan",,,,,,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,6.00,Innate Spellcasting,Volo's Guide to Monsters
"Hag, Bheur",Medium,Fey,CE,17,91,30,,,,,13,16,14,12,13,16,,,,,Y,,,,,,,,,,,,Y,Y,,,,,Y,Y,Coldimmu,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Auran, Common, Giant",,,,,,Y,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,7.00,"Graystaff Magic, Ice Walk, Innate Spellcasting",Volo's Guide to Monsters
"Hag, Green",Medium,Fey,NE,17,82,30,,,,,18,12,16,13,14,14,,,,,,,,,Y,,Y,,,,,,,Y,,,,,Y,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Common, Draconic, Sylvan",,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,,3.00,"Amphibious, Innate Spellcasting, Mimicry",Monster Manual
"Hag, Night",Medium,Fiend,NE,17,112,30,,,,,18,15,16,16,14,16,,,,,,,,,,,Y,,Y,,,,,Y,,,,,Y,,"Coldres, fireres, nonmagicalres, nonsilveredres, charmedimmu",,,Y,,Y,,,,,,,,,,,,,,,,,,,,Y,,,,,,Darkvision 120,,120,,,,,,,,"Abyssal, Common, Infernal, Primordial",Y,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,Y,,,,,,,,,,5.00,"Innate Spellcasting, Magic Resistance",Monster Manual
"Hag, Sea",Medium,Fey,CE,14,52,30,40,,,,16,13,16,12,12,13,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darkvision 60,,60,,,,,,,,"Aquan, Common, Giant",,,,,Y,,,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,2.00,"Amphibious, Horrific Appearance",Monster Manual
